Subject,Gender,Education05,Income87,Job05,Income05,Weight05,HeightFeet05,HeightInch05,Imagazine,Inewspaper,Ilibrary,MotherEd,FatherEd,FamilyIncome78,Science,Arith,Word,Parag,Number,Coding,Auto,Math,Mechanic,Elec,AFQT,Esteem81_1,Esteem81_2,Esteem81_3,Esteem81_4,Esteem81_5,Esteem81_6,Esteem81_7,Esteem81_8,Esteem81_9,Esteem81_10,Esteem87_1,Esteem87_2,Esteem87_3,Esteem87_4,Esteem87_5,Esteem87_6,Esteem87_7,Esteem87_8,Esteem87_9,Esteem87_10
3095,female,12,9600,4000 TO 4160: Food Preparation and Serving Related Occupations,18000,160,5,7,0,1,0,12,12,12000,14,14,27,14,36,66,9,8,16,11,42.733,2,2,4,2,4,2,2,4,4,4,1,1,3,1,3,1,1,3,3,3
3100,male,12,26000,3700 TO 3950: Protective Service Occupations,50000,270,6,5,1,1,1,12,12,32300,17,11,30,11,21,37,13,7,11,13,27.065,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,1,4,3,3
3107,female,15,6876,5000 TO 5930: Office and Administrative Support Workers,22000,175,5,6,0,0,1,12,12,10000,14,17,25,11,26,47,11,17,15,9,65.348,2,2,3,2,3,2,2,3,3,3,1,2,3,2,3,2,2,3,3,3
3109,female,18,1100,"10 TO 430: Executive, Administrative and Managerial Occupations",58000,128,5,4,1,1,1,12,16,20000,21,28,35,15,44,54,12,24,15,17,98.588,1,1,4,1,4,1,1,3,3,3,1,1,4,1,4,2,2,3,3,3
3112,female,18,21000,"10 TO 430: Executive, Administrative and Managerial Occupations",105000,155,5,8,1,1,1,12,12,37000,12,18,26,10,39,54,13,12,13,12,44.232,1,1,4,1,4,1,1,4,4,4,1,1,3,1,4,1,1,3,3,3
3113,female,12,10500,4700 TO 4960: Sales and Related Workers,40000,140,5,5,1,1,0,10,12,11500,12,18,23,11,42,58,13,13,14,10,40.008,2,2,3,2,3,2,2,3,3,3,2,2,4,2,4,1,1,4,4,4
3117,female,14,3500,"2000 TO 2060: Counselors, Sociala and Religious Workers",87000,153,5,7,1,1,1,16,20,9304,18,17,33,13,31,59,12,13,16,18,64.261,2,2,3,2,3,2,2,3,2,2,1,1,4,1,4,4,1,4,4,4
3118,female,12,14000,1000 TO 1240: Mathematical and Computer Scientists,28000,138,5,5,1,1,0,13,14,24000,12,10,22,11,33,44,9,9,9,5,35.994,2,1,4,2,4,2,2,1,4,4,1,1,3,2,3,2,2,3,3,3
3120,female,13,3528,4000 TO 4160: Food Preparation and Serving Related Occupations,1200,169,5,5,1,1,0,11,12,20000,10,9,25,13,31,65,9,5,16,7,34.968,1,1,4,1,4,1,2,4,4,4,2,2,4,2,4,2,2,3,3,4
3127,male,12,15000,"7900 TO 8960: Setters, Operators and Tenders",22000,225,6,0,0,1,1,12,12,19000,7,12,15,9,17,26,16,7,11,4,16.094,2,2,3,2,3,2,2,2,3,3,2,2,3,1,2,2,1,2,3,2
3137,male,18,31000,4700 TO 4960: Sales and Related Workers,120000,168,5,7,1,1,1,12,12,24000,16,28,31,14,45,60,17,22,17,15,85.855,1,1,4,1,4,1,1,3,3,4,1,1,4,1,4,1,2,3,3,3
3138,male,12,14000,4700 TO 4960: Sales and Related Workers,50000,190,6,1,0,1,1,12,12,6000,15,14,26,13,37,48,10,12,12,12,37.729,1,1,3,2,3,2,2,3,3,3,1,2,4,2,4,2,2,3,4,3
3140,male,13,34500,5000 TO 5930: Office and Administrative Support Workers,73000,215,6,0,1,1,1,12,12,33000,16,15,31,13,42,52,20,13,15,15,52.478,1,1,4,1,4,2,1,3,3,4,2,1,3,2,3,2,2,2,3,3
3141,male,16,16000,1000 TO 1240: Mathematical and Computer Scientists,80000,250,6,2,1,1,1,12,14,25000,22,29,35,14,50,64,16,18,18,17,94.082,2,2,3,2,3,3,3,2,2,2,1,1,3,2,3,2,2,3,2,3
3142,male,18,7500,"10 TO 430: Executive, Administrative and Managerial Occupations",106000,225,6,2,1,1,1,16,20,30000,23,29,35,15,30,19,16,24,19,16,100,1,1,4,1,4,1,2,4,4,4,2,1,4,1,4,1,2,4,3,4
3143,female,16,17000,500 TO 950: Management Related Occupations,53000,170,5,5,0,1,1,12,12,12000,13,20,23,11,38,32,11,20,10,13,50.223,1,1,4,1,4,1,2,4,4,4,1,1,4,1,4,1,1,4,4,4
3145,female,16,18500,5000 TO 5930: Office and Administrative Support Workers,5000,140,5,9,1,1,1,14,12,24000,22,25,32,13,49,75,9,22,17,12,80.71,1,1,3,2,3,2,2,2,3,3,1,1,4,1,4,1,1,4,4,4
3146,female,17,21000,"10 TO 430: Executive, Administrative and Managerial Occupations",62000,125,5,8,1,1,1,12,12,20000,22,15,34,14,35,63,13,17,14,12,74.184,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
3150,female,16,26400,"10 TO 430: Executive, Administrative and Managerial Occupations",138000,139,5,1,0,1,1,12,12,20000,20,29,35,12,42,54,14,24,18,14,85.289,1,1,3,2,4,3,2,2,3,4,1,1,4,2,3,2,2,3,2,3
3151,female,12,0,5000 TO 5930: Office and Administrative Support Workers,47000,170,5,4,1,1,1,8,12,20000,12,10,25,11,50,62,7,13,10,3,39.186,1,1,3,1,4,1,1,3,3,3,2,2,3,2,3,2,2,3,3,3
3153,female,16,35000,"10 TO 430: Executive, Administrative and Managerial Occupations",151083,150,5,7,1,1,1,12,13,54100,18,22,28,15,40,66,15,21,5,10,79.758,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,2,4,4
3154,female,16,25000,3000 TO 3260: Health Diagnosing and Treating Practitioners,10000,112,5,6,1,1,1,18,18,30000,20,29,35,13,49,70,15,22,13,13,87.711,1,1,4,2,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
3157,female,16,13350,3300 TO 3650: Health Care Technical and Support Occupations,60000,125,5,3,1,1,1,16,17,27000,18,12,27,10,32,34,16,19,15,10,56.562,1,1,3,2,4,2,2,3,3,4,2,2,3,2,3,2,2,3,3,3
3159,male,16,17000,4700 TO 4960: Sales and Related Workers,40000,195,5,11,1,0,1,14,20,14500,20,24,32,12,48,50,11,13,13,11,69.35,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,3,3,3
3161,male,15,12000,4200 TO 4250: Cleaning and Building Service Occupations,30000,195,6,0,0,1,0,14,20,14500,12,9,23,13,36,42,13,15,10,7,49.448,1,1,4,2,4,2,2,4,3,3,1,1,3,1,3,1,2,3,3,4
3163,female,12,0,"10 TO 430: Executive, Administrative and Managerial Occupations",34000,175,5,4,1,1,1,9,11,30000,16,12,28,13,32,37,7,8,8,8,35.413,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,1,4,4,3
3168,male,19,0,"2100 TO 2150: Lawyers, Judges and Legal Support Workers",115000,180,5,11,1,1,1,14,16,40000,25,29,34,14,39,29,19,25,24,18,90.399,1,1,4,2,3,2,2,3,2,3,1,1,4,2,3,2,2,3,3,4
3170,male,19,18000,"2100 TO 2150: Lawyers, Judges and Legal Support Workers",268323,180,6,0,1,1,1,16,16,50000,23,30,35,15,49,67,18,23,18,17,98.699,1,1,4,1,4,1,1,4,4,4,1,1,4,2,4,1,2,4,4,4
3171,male,18,500,"10 TO 430: Executive, Administrative and Managerial Occupations",152840,175,5,9,1,1,1,16,20,75000,22,30,35,14,35,62,20,24,12,16,96.789,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,1,3,3,4
3173,male,20,4500,2200 TO 2340: Teachers,125000,135,5,10,1,1,1,16,20,75001,19,29,35,14,49,55,8,24,16,9,96.915,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,3,3,3
3177,male,12,6000,6200 TO 6940: Construction Trade and Extraction Workers,55000,245,5,9,0,1,1,11,12,28300,7,9,14,8,33,21,9,9,7,8,15.835,1,1,3,1,4,1,1,4,4,4,1,2,3,2,3,2,2,3,2,2
3192,male,12,0,3300 TO 3650: Health Care Technical and Support Occupations,28000,182,6,4,1,1,1,8,12,5000,14,8,33,12,32,39,14,6,14,9,31.785,2,2,4,2,4,2,2,3,2,3,1,1,4,2,4,2,2,2,2,3
3194,male,12,18000,9000 TO 9750: Transportation and Material Moving Workers,40000,190,6,1,1,1,0,12,11,22000,15,11,25,9,35,37,15,10,13,10,25.518,1,1,4,4,4,1,1,1,1,1,2,2,4,2,4,1,2,3,3,4
3195,male,12,21000,6200 TO 6940: Construction Trade and Extraction Workers,48000,190,5,5,0,1,1,12,12,22000,15,28,26,12,34,59,22,21,20,11,59.617,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,1,2,2,2,3
3196,male,12,32000,4700 TO 4960: Sales and Related Workers,72000,152,5,6,1,1,1,12,12,33000,20,22,29,11,49,72,22,23,19,18,66.428,1,1,4,1,4,1,2,4,4,4,1,1,3,1,4,1,2,2,3,4
3197,female,12,0,4700 TO 4960: Sales and Related Workers,31500,150,5,1,1,1,1,12,12,33000,17,10,29,13,27,48,12,10,13,9,43.955,2,2,3,2,3,2,2,3,3,3,1,1,4,2,3,2,1,2,3,4
3198,female,19,1000,2200 TO 2340: Teachers,53600,155,-4,3,0,1,1,12,12,33000,21,18,32,13,38,56,10,19,15,14,69.661,1,1,3,1,4,1,1,3,3,3,1,1,3,1,3,1,1,3,1,3
3199,female,12,10000,5000 TO 5930: Office and Administrative Support Workers,29500,140,5,1,1,1,1,10,10,24000,8,14,17,6,36,52,5,7,8,6,16.749,2,2,3,2,3,2,2,3,3,3,1,1,4,2,3,2,2,3,2,3
3201,female,14,17000,3300 TO 3650: Health Care Technical and Support Occupations,32000,187,5,4,1,1,1,10,8,15000,21,27,33,13,32,42,13,23,16,14,88.518,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,1,4,4,4
3205,female,16,3600,"1300 TO 1560: Engineers, Architects, Surveyers, Engineering and Related Technicians",90000,157,5,9,1,1,1,16,12,25000,20,16,34,13,45,57,8,23,12,11,83.732,2,2,3,2,3,2,2,3,2,3,1,1,4,1,4,2,2,2,3,4
3208,male,16,32000,"10 TO 430: Executive, Administrative and Managerial Occupations",135000,275,5,10,0,1,1,11,12,20000,21,28,32,15,48,55,21,23,17,18,92.189,2,2,4,2,4,2,2,4,4,4,1,1,3,1,3,2,1,3,3,4
3215,male,12,14200,6200 TO 6940: Construction Trade and Extraction Workers,40000,158,5,8,1,1,1,12,16,27477,22,20,34,14,34,34,20,9,24,19,68.957,1,1,4,1,4,1,1,4,4,4,1,1,3,1,4,1,2,3,4,4
3218,female,13,3000,4000 TO 4160: Food Preparation and Serving Related Occupations,6000,125,5,5,1,1,1,12,16,25000,16,14,33,12,21,23,12,9,12,13,50.82,2,2,3,2,3,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2
3219,male,14,20000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",72000,188,6,0,1,1,1,12,16,25000,19,24,27,11,26,41,21,21,22,18,60.974,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,3,4
3221,female,12,13500,"",67000,205,5,5,1,1,1,12,16,25000,19,19,29,15,32,44,10,22,16,9,87.803,1,1,4,2,3,2,3,3,3,4,2,1,3,1,3,2,2,3,3,3
3224,male,18,24900,1800 TO 1860: Social Scientists and Related Workers,130000,175,6,0,1,1,0,15,16,35000,24,27,35,11,33,52,16,23,18,15,77.251,2,2,4,1,4,1,2,4,4,4,2,2,3,2,3,2,2,3,3,3
3225,female,14,0,4700 TO 4960: Sales and Related Workers,6700,190,5,6,0,1,1,12,14,20000,16,19,31,15,50,68,15,22,15,11,81.344,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3
3230,male,10,59387,6200 TO 6940: Construction Trade and Extraction Workers,80000,185,5,9,0,1,1,9,12,20000,17,7,17,5,25,5,23,4,21,17,8.961,2,2,3,2,3,3,2,2,2,4,2,2,4,1,3,2,2,3,3,3
3231,female,14,10000,3300 TO 3650: Health Care Technical and Support Occupations,41600,163,5,8,1,1,1,12,12,28000,19,22,31,9,31,42,14,12,16,6,61.426,1,1,4,1,4,2,1,4,3,3,1,1,4,1,4,1,1,3,3,3
3232,male,14,18000,4200 TO 4250: Cleaning and Building Service Occupations,27000,235,5,7,0,1,0,12,8,27500,18,27,30,10,39,57,17,10,16,14,45.018,2,2,3,2,4,2,2,3,4,3,1,1,4,1,4,1,1,4,4,3
3234,female,15,7000,3300 TO 3650: Health Care Technical and Support Occupations,30000,130,5,3,0,1,0,12,8,27500,13,22,33,13,29,50,11,13,14,14,64.311,1,1,3,2,3,2,2,3,3,3,1,1,4,1,4,2,2,3,3,3
3235,male,12,13000,"7900 TO 8960: Setters, Operators and Tenders",26000,185,5,5,0,1,0,12,10,27500,16,26,29,14,38,54,17,15,19,13,74.936,2,2,3,2,3,2,2,2,2,3,2,2,3,2,3,2,2,3,3,3
3236,female,12,5400,"7900 TO 8960: Setters, Operators and Tenders",3000,143,5,3,1,1,1,9,12,3000,20,18,28,14,38,44,13,11,15,10,69.055,1,1,4,1,4,4,1,4,3,4,1,1,3,1,3,3,3,3,2,2
3237,female,13,7000,5000 TO 5930: Office and Administrative Support Workers,42000,105,5,0,1,1,1,10,10,15000,17,18,27,11,45,78,14,15,16,15,45.032,1,1,4,1,4,1,2,4,4,4,1,1,3,1,3,1,2,3,2,3
3238,female,19,11101,"2000 TO 2060: Counselors, Sociala and Religious Workers",28000,230,5,7,1,1,1,12,16,33000,21,18,35,15,34,39,16,23,16,15,85.024,1,1,4,2,4,2,2,4,3,1,1,1,4,1,4,2,2,3,4,4
3239,male,17,8000,5000 TO 5930: Office and Administrative Support Workers,30000,260,6,2,1,1,1,12,12,33000,24,13,32,13,26,34,15,18,19,18,63.447,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,2,4,4,4
3240,male,19,16000,2200 TO 2340: Teachers,46000,200,5,11,0,1,0,12,12,27000,24,29,33,15,36,45,25,22,23,17,96.819,2,2,4,2,4,2,2,3,3,3,1,1,4,2,4,1,2,3,2,4
3242,female,12,15500,5000 TO 5930: Office and Administrative Support Workers,9000,150,5,4,1,1,1,12,14,14000,12,18,30,12,44,55,8,12,6,5,55.896,1,1,3,2,4,1,2,3,3,3,2,1,4,2,4,2,2,3,2,2
3243,female,16,25000,4700 TO 4960: Sales and Related Workers,50000,155,5,3,1,1,1,14,15,25000,18,22,32,12,48,37,14,21,13,15,58.532,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,3,4
3244,female,18,19000,"",24000,143,5,2,1,1,1,14,12,25000,18,19,29,14,29,49,9,21,16,10,82.18,1,1,3,1,3,2,2,3,3,3,1,1,4,1,4,2,2,4,3,4
3246,male,12,21000,6200 TO 6940: Construction Trade and Extraction Workers,49400,220,5,10,1,1,0,12,8,16000,20,20,26,10,40,44,19,10,23,10,38.573,1,1,4,2,3,1,1,3,3,3,1,1,3,1,3,1,1,3,3,3
3249,female,14,10000,5000 TO 5930: Office and Administrative Support Workers,25000,180,5,2,1,1,0,12,17,23000,16,15,33,11,24,47,8,18,15,9,56.14,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,1,4,2,3
3250,female,14,2869,5000 TO 5930: Office and Administrative Support Workers,12000,180,5,2,1,1,1,12,11,24500,22,29,35,15,43,59,15,24,18,15,99.453,2,2,3,2,3,2,3,2,3,4,1,1,4,1,4,2,2,2,2,4
3252,female,12,6800,4700 TO 4960: Sales and Related Workers,29000,335,5,7,0,0,1,12,12,8500,11,13,17,11,49,51,13,9,5,10,28.527,1,1,3,1,4,1,1,4,4,4,2,2,3,2,3,2,2,3,3,3
3254,female,12,12000,5000 TO 5930: Office and Administrative Support Workers,26800,140,5,7,0,0,1,12,12,8500,10,19,22,14,50,61,13,15,12,6,67.565,2,2,3,2,3,2,2,2,3,3,2,2,2,1,3,2,2,2,2,2
3256,male,20,13000,"2600 TO 2760: Entertainers and Performers, Sports and Related Workers",80000,210,6,0,1,1,1,17,17,75001,24,27,35,15,37,50,18,25,23,17,97.873,1,1,4,1,4,1,2,4,4,4,1,1,4,1,4,1,2,3,3,4
3257,male,18,1600,1000 TO 1240: Mathematical and Computer Scientists,75000,170,5,9,1,1,1,17,17,20000,23,29,32,15,35,43,18,25,25,17,98.634,1,1,4,1,4,2,2,4,4,4,1,1,3,1,3,2,2,2,4,4
3263,male,16,27500,"10 TO 430: Executive, Administrative and Managerial Occupations",89000,270,5,9,0,0,1,12,11,16000,25,29,35,14,26,49,17,23,17,19,96.452,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,2,2,2,4,4
3266,female,16,14000,2800 TO 2960: Media and Communications Workers,250,150,5,3,1,1,1,12,12,25000,12,13,30,11,35,37,8,12,9,5,44.505,1,1,3,1,3,1,1,3,3,3,1,1,4,1,4,1,1,4,4,4
3267,male,12,14000,4700 TO 4960: Sales and Related Workers,23000,315,5,7,1,1,1,12,12,25000,19,24,32,13,39,49,8,20,16,10,78.896,2,2,2,3,2,3,3,3,2,2,2,2,3,2,3,2,2,3,4,4
3269,female,14,12000,5000 TO 5930: Office and Administrative Support Workers,17000,198,5,4,1,1,1,9,12,6468,11,16,23,13,25,42,7,17,6,5,47.051,1,1,4,1,4,1,1,4,2,2,2,1,4,2,3,2,1,3,3,2
3277,male,12,0,5000 TO 5930: Office and Administrative Support Workers,60000,145,5,9,0,1,0,12,12,25000,24,23,34,15,32,45,25,17,16,16,84.126,1,2,4,2,3,2,3,3,3,4,2,1,4,2,4,1,1,4,4,4
3278,female,19,28600,"10 TO 430: Executive, Administrative and Managerial Occupations",147,150,5,4,1,1,1,12,12,6000,19,23,34,11,50,50,16,20,12,15,60.446,2,2,3,2,3,1,2,3,3,3,1,1,4,2,4,2,2,3,3,4
3281,male,13,8000,5000 TO 5930: Office and Administrative Support Workers,37000,210,5,5,1,0,0,5,14,32000,19,17,30,11,39,41,11,16,8,9,55.405,2,2,3,2,3,2,2,3,3,3,2,2,4,2,4,2,2,3,3,4
3282,male,13,17000,4300 TO 4430: Entertainment Attendants and Related Workers,52000,155,5,11,0,0,1,2,16,14500,16,15,22,9,46,57,7,11,17,8,33.772,1,1,4,2,4,1,1,2,3,4,2,2,3,2,3,2,2,2,2,3
3284,male,15,9000,1000 TO 1240: Mathematical and Computer Scientists,113000,310,6,2,1,0,1,8,8,19000,20,13,32,13,29,45,11,6,15,13,50.333,2,2,4,2,4,1,1,4,4,4,1,1,4,2,4,1,1,4,2,4
3285,female,12,13000,4000 TO 4160: Food Preparation and Serving Related Occupations,30000,140,5,0,1,0,1,16,10,20000,15,13,18,5,20,38,3,5,4,4,14.453,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,2,3,3
3287,female,13,24700,5000 TO 5930: Office and Administrative Support Workers,1800,204,6,1,0,1,0,10,10,12500,12,17,16,10,22,25,10,13,13,6,39.989,2,2,3,2,3,2,2,3,3,3,2,1,4,1,4,1,1,4,3,4
3289,male,16,25000,5000 TO 5930: Office and Administrative Support Workers,140000,187,6,1,0,0,1,12,12,27000,23,28,35,14,41,59,19,22,23,18,94.381,1,1,4,1,4,1,1,4,4,4,1,1,4,1,1,1,2,2,3,3
3290,male,20,26000,"10 TO 430: Executive, Administrative and Managerial Occupations",150000,215,6,0,1,1,1,12,12,27000,21,28,34,14,38,60,15,22,17,13,93.795,1,1,4,1,4,2,1,1,4,4,1,1,4,1,4,1,1,4,4,4
3303,female,16,2000,5000 TO 5930: Office and Administrative Support Workers,18000,143,5,5,1,1,1,14,16,11464,18,30,32,15,47,47,11,25,16,12,94.269,1,1,3,1,3,1,1,3,2,3,2,2,3,2,3,2,3,2,3,3
3307,male,15,59387,4700 TO 4960: Sales and Related Workers,20000,155,5,10,1,1,1,14,15,36000,9,10,16,6,30,31,9,13,7,8,21.33,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,3,3,3
3308,female,14,12000,4000 TO 4160: Food Preparation and Serving Related Occupations,20000,185,5,3,1,1,1,14,15,34500,11,9,14,7,22,36,6,11,9,5,20.264,1,2,3,1,3,2,2,3,3,3,1,1,3,2,3,1,2,3,3,3
3309,female,17,18000,500 TO 950: Management Related Occupations,54000,200,5,6,1,1,1,12,15,30000,21,25,35,14,50,62,8,25,10,10,92.951,1,1,3,2,3,2,2,3,3,3,1,1,4,1,4,1,2,4,2,3
3310,male,12,30000,5000 TO 5930: Office and Administrative Support Workers,32000,240,6,0,1,1,0,12,12,5770,10,11,15,11,20,34,9,9,9,7,27.814,2,2,4,2,4,2,2,4,4,4,2,2,2,2,3,2,2,3,3,3
3311,male,11,11000,9000 TO 9750: Transportation and Material Moving Workers,25000,182,5,8,0,1,1,12,11,14000,6,15,14,7,20,29,12,9,4,8,18.024,1,1,4,1,4,1,2,4,1,1,2,2,4,2,4,2,2,4,3,4
3312,female,15,-2,5000 TO 5930: Office and Administrative Support Workers,24000,242,5,5,1,1,1,13,12,13500,6,7,19,6,25,45,5,6,9,6,6.887,2,2,3,2,1,2,3,4,4,4,2,2,2,2,3,2,3,3,3,3
3319,male,10,-1,"7900 TO 8960: Setters, Operators and Tenders",6000,218,5,11,0,1,1,9,6,10060,12,10,8,5,18,33,8,10,9,10,15.354,1,1,3,1,3,1,1,3,3,3,1,1,4,2,2,1,2,4,2,4
3321,female,10,900,"7900 TO 8960: Setters, Operators and Tenders",21000,166,5,5,0,0,1,9,6,10060,4,11,7,3,13,23,5,5,14,5,12.579,1,1,4,1,3,2,2,4,4,4,2,1,4,1,4,1,1,3,3,3
3324,male,12,23820,"7900 TO 8960: Setters, Operators and Tenders",96000,190,5,10,1,1,1,12,13,13000,9,22,10,2,35,22,10,15,9,7,30.357,1,1,4,1,4,2,2,3,3,4,1,1,4,1,4,1,1,4,4,4
3325,female,12,0,4500 TO 4650: Personal Care and Service Workers,300,135,5,8,0,0,0,11,6,2700,9,8,15,6,22,52,6,4,12,6,4.022,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,1,2,2,3,3
3329,male,12,0,"7900 TO 8960: Setters, Operators and Tenders",45000,165,5,8,1,1,1,5,12,24000,23,27,29,11,42,56,23,17,21,18,70.007,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,2,2,4,4
3330,male,13,21000,"7900 TO 8960: Setters, Operators and Tenders",145000,180,5,7,1,1,1,5,12,22000,8,12,18,7,20,28,16,7,8,10,21.713,2,2,4,1,3,1,2,3,3,3,1,2,3,2,3,2,2,3,3,3
3331,male,13,3000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",32000,236,6,0,0,1,0,8,7,12000,14,12,24,8,24,40,22,8,15,12,18.388,1,1,4,1,3,1,2,4,4,4,2,1,3,2,3,2,2,3,3,3
3337,female,18,23000,3000 TO 3260: Health Diagnosing and Treating Practitioners,89000,140,7,7,1,1,1,12,8,40000,17,28,32,14,47,56,14,17,19,13,89.081,2,2,3,2,3,2,2,3,3,3,1,1,4,2,4,1,2,2,2,3
3338,female,16,16700,"",2000,135,5,5,1,1,1,12,12,20000,22,26,34,14,39,48,13,21,15,15,89.463,2,2,4,2,3,2,2,3,2,3,1,1,3,2,3,2,2,3,3,4
3341,female,18,16000,5000 TO 5930: Office and Administrative Support Workers,39000,200,5,4,0,1,1,11,12,18000,10,12,31,12,24,31,9,6,13,6,38.607,1,2,3,1,4,2,2,2,4,4,1,1,4,1,4,2,2,2,2,3
3343,female,10,12000,"7900 TO 8960: Setters, Operators and Tenders",19968,135,5,5,1,1,1,10,10,15000,8,11,21,9,30,51,12,4,13,7,24.527,1,1,4,1,4,1,1,4,4,4,3,1,4,1,4,1,1,4,4,4
3347,female,12,23000,4700 TO 4960: Sales and Related Workers,40000,135,5,6,0,1,0,12,12,32000,15,17,33,11,40,53,10,11,10,12,35.431,1,1,4,1,4,1,1,3,3,4,1,1,4,1,4,1,1,4,4,4
3350,female,14,11800,4000 TO 4160: Food Preparation and Serving Related Occupations,10000,221,5,6,0,1,1,12,12,32000,13,19,26,9,30,44,11,20,11,13,59.694,1,2,3,1,3,2,2,3,3,3,1,1,3,1,3,2,2,2,2,2
3352,female,16,16000,2200 TO 2340: Teachers,1200,204,5,6,1,1,1,12,12,25000,20,22,29,13,47,63,18,22,20,12,76.359,1,2,4,1,4,1,2,3,3,3,1,2,4,2,4,2,2,3,2,2
3353,male,12,14000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",44000,300,5,8,1,1,1,13,14,26000,10,13,17,7,23,27,22,6,13,7,16.881,2,2,3,2,3,2,3,2,3,3,1,2,3,2,3,2,2,2,3,3
3354,male,14,7890,"",10000,203,5,8,0,1,1,13,14,26000,15,17,25,9,33,27,16,11,8,15,32.157,2,2,3,2,3,2,2,3,3,3,2,1,4,2,4,1,2,4,4,4
3355,female,14,16000,500 TO 950: Management Related Occupations,50000,160,5,6,1,1,1,11,14,7500,19,24,31,12,50,84,19,18,24,11,62.443,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,2,4,3,4
3356,male,14,3000,"",2000,165,5,6,1,1,0,12,12,1300,17,17,27,12,29,20,18,7,19,15,43.776,2,2,3,3,3,2,3,3,2,2,2,2,3,2,3,2,2,3,2,3
3357,male,18,25000,"10 TO 430: Executive, Administrative and Managerial Occupations",150490,250,5,9,1,1,1,12,18,30000,17,23,24,10,39,25,8,10,7,6,63.141,1,1,4,1,4,1,1,3,3,3,1,1,4,1,4,1,2,4,4,4
3359,male,15,16000,"10 TO 430: Executive, Administrative and Managerial Occupations",45000,340,6,1,1,1,1,12,18,30000,16,28,32,12,21,50,19,18,21,17,72.763,1,1,4,2,4,1,1,4,3,4,1,1,4,2,4,1,2,3,4,4
3360,female,16,8000,5000 TO 5930: Office and Administrative Support Workers,32000,135,5,4,1,1,1,12,15,25000,11,16,27,11,36,38,10,18,15,8,67.272,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
3361,male,20,200,2200 TO 2340: Teachers,703637,180,5,9,0,1,1,12,16,25000,20,21,29,14,32,47,19,16,19,16,75.092,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
3374,male,12,23000,"7900 TO 8960: Setters, Operators and Tenders",68000,185,6,0,0,1,0,12,11,25000,20,19,23,12,22,29,21,14,22,13,51.063,2,2,3,2,3,2,2,3,2,3,2,2,4,2,3,2,2,3,2,3
3375,male,14,34000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",50000,170,5,8,1,1,1,12,12,50000,20,10,33,15,26,30,24,6,19,16,48.318,1,1,4,2,4,2,1,3,4,4,2,2,3,2,3,2,2,3,3,3
3376,male,18,59387,4700 TO 4960: Sales and Related Workers,73000,180,5,8,1,1,0,12,12,50000,22,20,34,13,36,34,21,12,21,16,74.979,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,3,3,3,4
3378,female,16,3200,"2400 TO 2550: Education, Training and Library Workers",8220,121,5,4,1,1,0,12,12,25000,12,21,24,15,50,58,11,15,15,8,58.958,1,1,3,2,3,2,2,3,3,3,1,1,3,1,3,2,2,3,3,3
3379,male,18,15008,1000 TO 1240: Mathematical and Computer Scientists,99000,155,5,4,1,1,0,12,12,25000,19,29,26,12,45,58,20,25,21,18,81.031,1,1,4,1,4,1,2,3,4,4,1,1,4,1,4,1,2,3,3,4
3380,male,14,30000,"10 TO 430: Executive, Administrative and Managerial Occupations",900,180,5,10,1,1,0,12,12,50000,22,26,35,14,49,76,24,22,25,18,90.763,1,1,4,1,4,2,2,3,3,3,2,1,4,1,4,1,2,4,3,3
3381,male,12,25500,6200 TO 6940: Construction Trade and Extraction Workers,125000,225,6,0,1,1,0,12,12,50000,16,28,29,13,38,55,20,23,20,15,79.141,1,1,4,2,3,2,2,3,3,3,2,2,4,2,3,2,2,3,3,3
